CASE	SERIAL	REF	QUESTNNR	MODE	STARTED	EE01	EE01_01	EE01_02	SD01	SD02_01	SD03	SD03_03	SD04	SD04_06	SD05	SD06	SD06_02	SD07	SD07_02	SL02_01	SL02_02	SL02_03	SL02_04	SL02_05	SL02_06	SL02_07	SL02_08	SL02_09	SL02_10	HA01_08	HA02_08	HA03_08	HA05_08	MF01_01	MF01_02	MF01_03	MF01_04	MF01_05	MF01_06	MF01_07	MF01_08	MF01_09	MF01_10	MF01_11	MF01_12	MF01_13	MF01_14	MF01_15	MF01_16	MF01_17	MF01_18	MF01_19	MF01_20	MF01_21	MF01_22	MF01_23	ME01	ME02	ME03_01	ME21_01	ME04	ME05_01	ME22_01	ME06	ME07_01	ME23_01	ME08_01	ME09	ME09_08	ME13	ME13_01	ME13_02	ME13_03	ME13_04	ME13_05	ME13_06	ME13_07	ME13_08	ME13_09	ME13_10	ME13_11	ME13_12	ME13_13	ME13_14	ME13_15	ME13_16	ME13_17	ME13_18	ME13_19	ME13_20	ME13_21	ME13_22	ME13_23	ME13_24	ME13_25	ME13_26	ME13_27	ME13_28	ME14_01	ME14_02	ME14_03	ME14_04	ME14_05	ME14_06	ME14_07	ME14_08	ME14_09	ME14_10	ME14_11	ME14_12	ME14_13	ME14_14	ME14_15	ME14_16	ME14_17	ME14_18	ME14_19	ME14_20	ME14_21	ME14_22	ME14_23	ME14_24	ME14_25	ME14_26	ME14_27	ME14_28	ME17_01	ME17_02	ME17_03	ME17_04	ME17_05	ME17_06	ME17_07	ME17_08	ME17_09	ME17_10	ME17_11	ME17_12	ME17_13	ME17_14	ME17_15	ME17_16	ME17_17	ME17_18	ME17_19	ME17_20	ME17_21	ME17_22	ME17_23	ME17_24	ME17_25	ME17_26	ME17_27	ME17_28	ME10	ME18_01	ME18_02	ME18_03	ME18_04	ME18_05	ME19_01	ME24_01	ME24_02	ME24_03	RE02	RE04	RE05	RE03	RE08	RE06	RE07	KU02_01	KU02_02	KU02_03	KU02_04	KU02_05	KU02_06	KU02_07	KU02_08	KU14_01	KU12_01	KU12_02	KU12_03	KU12_04	KU13_01	KU13_02	KU13_03	MW02_01	MW05_02	MW03_01	MW06_03	MW07_04	MW08_05	MW04_01	MW09_06	OV01_01	OV01_02	OV01_03	OV01_04	OV01_05	OV01_06	OV01_07	OV01_08	OV02_01	OV02_02	OV02_03	OV02_04	OV03	OV03_01	OV03_02	OV04	OV04_04	SC01_01	SC01_02	SC01_03	SC01_04	SC02_01	SC02_02	SC02_03	SC02_04	SC02_05	SC02_06	SC02_07	SC02_08	SC02_09	SC02_10	SC02_11	SC02_12	SC02_13	SC03_01	SC04_01	EI01_01	EI01_02	EI01_03	EI01_04	EI01_05	EI01_06	EI01_07	EI01_08	EI01_09	EI01_10	EI01_11	EI01_12	EI01_13	EI01_14	EI01_15	EI01_16	EI01_17	EI01_18	EI01_19	EI01_20	EI02	KL01_01	KL01_02	KL01_03	KL01_04	KL01_05	KL01_06	KL01_07	KL01_08	KL01_09	KL01_10	KL01_11	KL01_12	KL01_13	AD01	AD02_01	AD03	AD04	AE01_01	AE01_02	AE01_03	AE01_04	AE01_05	AE01_06	AE01_07	AE01_08	AE01_09	AE01_10	AE01_11	AE01_12	AE01_13	AE01_14	AE02_01	AE02_02	AE02_03	AA01_01	AA01_02	AA01_03	AA01_04	AA01_05	AA01_06	AA01_07	AA01_08	AA01_09	AA01_10	AA01_11	AA01_12	AA01_13	AA01_14	AA01_15	AA01_16	AA01_17	AA01_18	AA01_19	AA01_20	AA01_21	ST01_01	ST01_02	ST01_03	ST01_04	ST01_05	ST01_06	ST01_07	ST01_08	ST01_09	ST01_10	ST01_11	ST01_12	IM01_01	IM01_02	IM01_03	IM01_04	IM01_05	IM01_06	IM01_07	IM01_08	IM01_09	IM01_10	IM01_11	IM01_12	IM01_13	IM01_14	IM01_15	IM01_16	IM01_17	IM01_18	IM01_19	IM01_20	AL01_01	AL02_01	AL04_01	AL04_02	AL04_03	AL04_04	AL04_05	AL04_06	AL05_01	AL05_02	AL06_01	AL06_02	AL06_03	AL06_04	AL06_05	TIME001	TIME002	TIME003	TIME004	TIME005	TIME006	TIME007	TIME008	TIME009	TIME010	TIME011	TIME012	TIME013	TIME014	TIME015	TIME016	TIME017	TIME018	TIME019	TIME020	TIME021	TIME022	TIME023	TIME024	TIME025	TIME026	TIME027	TIME028	TIME029	TIME030	TIME031	TIME032	TIME033	TIME034	TIME_SUM	MAILSENT	LASTDATA	FINISHED	Q_VIEWER	LASTPAGE	MAXPAGE	MISSING	MISSREL	TIME_RSI	DEG_TIME
534			TheOneandOnly	interview	2021-04-09 14:03:59	2	T	T	2	29	3	Philippinen	3		5	1		1		7	7	5	6	6	1	1	1	1	7	4	4	4	4	3	4	4	4	3	4	4	4	3	4	4	4	5	3	3	3	4	4	4	3	3	4	3	2	3	15	1	1			3	10	1	24	8	Mindfulness	6	F	T	F	F	F	T	F	T	F	T	T	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	5	-9	-9	-9	5	-9	5	-9	5	5	-9	-9	-9	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	-9	-9	1	-9	1	-9	1	1	-9	-9	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						33				2	1	1	1	3	1	2	2	4	2	4	3	4	4	1	4	6	6	2	4	3	8	3	5	7	7	6	7	7	7	7	4	4	1	4	3	2	1	4	5	5	3	3	1	1		2		12	10	9	9	2	1	2	1	2	1	2	1	1	1	1	1	3	2		4	3	1	2	3	2	3	4	3	4	3	2	5	4	3	4	3	3	4	4	1	3	2	2	1	3	2	1	1	1	1	1	1	1	1																																										4	3	3	3	3	5	4	3	5	2	4	2	4	4	3	4	3	3	3	4	4	3	4	1	3	1	4	4	4	4	4	4	5	3	4	4	3	3	4	4	1	3	4	4	4	4	4	497	42	172179	53	408	16	14	15	12		13	7	38	113	11		46	12167	41	59	31	283	30	112	112	54441	10				23384	160	76	19	2096		2021-04-12 15:30:29	T	F	34	34	17	6	0.73	3
535			TheOneandOnly	interview	2021-04-09 14:11:20	2	T	T	1	24	1		1		5	2	KSA & Sozioökonomie 	2	(Normalerweise) 20h	3	3	5	3	3	5	3	5	3	1	6	4	5	3	4	3	2	5	2	4	2	1	5	2	3	4	2	3	4	4	4	4	2	4	5	3	4	3	2			1			2			1	5																																																																																																	3	2	1	1	2	2	5	1	4	1	4	2	4	2	3	3	2	5	6	4	2	2	2	2	5	5	2	3	5	4	3	4	4	1	4	2	2	2	2	2	4	2	2	2		2	2		1	10	9	8	1	1	1	1	1	1	1	1	1	1	1	1	3	1		4	5	2	3	5	4	4	2	5	5	1	2	3	2	5	2	1	2	4	4	1	2	1	1	1	2	4	1	2	1	4	1	1	1	2	7	1	1	3	4	4	2	5	5	2	4	4	3	2	5	3	3	2	3	2	3	2	3	2	1	1	1	3	1	3	4	3	3	1	1	1	1	3	2	4	3													2	2	2	3	2	2	2	3	3	3	2	3	3	3	2	4	4	4	4	4	4	2	4	3	3	1	3	1	2	1	1	4	1	1	1	32	95	145	53	222	15	14		7		6		26				52	120	59	46	31	76	34	90	98	89	3	23	121	102		117	100	16	1792		2021-04-09 14:41:13	T	F	34	34	0	0	0.95	4
538			TheOneandOnly	interview	2021-04-09 14:14:15	2	T	T	2	26	2		1		5	1		2	40	1	1	1	1	1	5	5	6	6	4	7	7	7	2	3	3	4	4	4	4	4	2	4	3	4	4	3	4	3	4	4	4	3	4	4	4	3	1	7	20	1	1			2			36	2		7	F	T	T	T	T	T	T	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	-9	6	3	5	5	4	4	-9	-9	-9	-9	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						43				5	5	1	1	4	5	5	1	5	1	4	1	5	5	3	4	4	7	7	7	1	1	1	5	5	4	5	6	5	4	5	4	4	2	3	3	3	3	4	3	3	2	2	1	7		1		22	20	8:30	5-6	2	4	2	1	1	2	2	2	2	1	1	1	3	2		4	4	2	3	4	3	3	3	5	5	2	2	2	2	4	4	3	4	4	3	2	4	4	1	4	3	1	2	2	1	2	2	2	1	1																																										3	2	3	2	2	2	2	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	4	3	4	4	3	3	3	3	2	2	1	1	2	1	2	1	3	3	3	3	3	19	33	50	24	80	5	11	7	16		5		18	82	4		27	86	37	123	15	244	29	60	54	213	4				108	87	53	11	1505		2021-04-09 14:39:20	T	F	34	34	17	6	1.4	25
541			TheOneandOnly	interview	2021-04-09 14:25:33	2	T	T	2	26	3	England	1		4	2	Veranstaltungstechnik und -management	2	30	6	6	7	6	6	4	4	6	6	1	7	7	7	2	4	3	3	4	3	3	4	2	4	3	4	4	4	4	3	4	3	3	2	4	4	4	3	2	7	15-30	1	1			1			12	2																																																																																													53																																																																																																																																																																																																		28	30	46	22	4795	8	6	7	6		2		15																						366		2021-04-09 15:48:18	F	F	13	13	0	0	1.6	39
542			TheOneandOnly	interview	2021-04-09 14:28:01	2	T	T	1	29	2		2		4	1		2	38	3	3	3	3	3	6	7	7	5	3	5	5	5	2	4	3	2	5	2	3	2	3	2	2	3	3	4	2	4	4	1	2	2	3	3	3	3	3	1			1			3	19		3	8																																																																																																	4	4	1	5	1	4	3	2	4	4	3	4	4	1	2	4	2	3	3	3	3	7	4	5	3	3	5	3	4	3	4	3	3	2	2	2	2	2	2	4	3	3	3	1	4		1		23	15	6	6	2	3	2	1	1	4	3	3	2	1	2	1	3	-9		3	3	1	1	4	3	2	2	2	4	2	1	1	1	4	4	2	2	5	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	13	4	2	4	5	4	3	5	5	3	5	3	4	5	5	3	2	3	3	2	3	2	2	2	2	1	4	2	2	2	4	3	4	1	3	3	3	2	2	1	2	3	1	2	4	2	3	3	3	1	3	3	4	3	1	2	2	2	1	4	3	3	3	1	4	3	4	2	2	1	2	2	4	1	1	1	1	1	1	1	1	1	1						25	30	64	43	349	6	7		5		6	10	13				33	99	28	40	333773	29	39	66	95	48	4	40	80	77	46	100	34		1442		2021-04-13 11:34:30	T	F	33	33	2	1	1.3	18
545			TheOneandOnly	interview	2021-04-09 14:31:22	2	T	T	1	28	1		2		5	1		2	10	5	3	5	6	3	3	6	6	5	1	6	5	4	2	4	4	3	5	2	3	2	3	3	2	4	3	2	4	2	4	2	3	4	3	5	3	4	2	2			3	30	max. 1	2			36	5		0	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	6	5	6	4	5	3	6	3	6	1	6	6	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1						9				4	1	1	1	1	1	1	2	4	2	4	3	4	5	2	5	5	3	7	7	1	3	3	5	6	7	7	6	6	4	6	4	3	3	4	2	2	4	3	4	4	3	2	2		5	1		11	10	7	7	2	3	3	1	1	1	1	1	1	1	1	1	2	1		5	4	1	1	5	5	1	1	4	5	2	2	1	1	5	5	1	1	5	5	1	3	1	1	1	3	2	1	2	1	2	1	1	1	2	7	1	1	4	3	4	4	3	4	2	4	5	4	1	3	4	3	1	1	1	1	1	1	1	1	1	1	1	1	3	4	1	2	1	1	1	1	4	1	2	2	4	5	3	4	4	4	2	3	3	3	2	4	3	1	2	4	2	1	3	3	4	3	2	3	3	3	2	2	2	1	1	1	4	2	2	1	1	1	2	1	2	1	1	4	1	2	1	18	36	73	51	297	6	9		8	24	17		32	312	7		26	132	61	65	36	41	34	82	81	77	4	18	96	57	69	108	78	45	2000		2021-04-09 15:04:42	T	F	34	34	0	0	1.02	7
546			TheOneandOnly	interview	2021-04-09 14:32:44	2	T	T	1	29	2		1		5	1		2	15-20	4	4	4	4	4	5	3	5	4	3	4	3	3	3	4	3	4	2	4	2	4	4	5	4	2	4	3	2	4	4	4	2	2	5	4	3	4	1	6	20	1 (variiert)	2			2			40	6		7	T	T	F	T	T	F	T	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	3	7	-9	2	2	-9	6	-9	-9	5	-9	-9	-9	-9	-9	6	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	1	1	-9	1	-9	-9	2	-9	-9	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						28				3	2	1	1	4	3	3	1	5	2	4	2	4	4	3	5	3	5	5	5	2	1	1	3	3	1	4	5	5	5	5	4	4	1	1	3	1	3	3	2	2	2	2	2		3	3		24	20	8	6	3	3	1	1	1	1	1	1	3	-9	1	1	4	3		3	3	1	3	5	3	3	3	4	4	2	2	2	2	4	4	5	4	5	5	2	2	2	1	1	4	3	2	2	2	4	2	2	2	2	11	1	1	2	3	3	2	3	3	2	4	3	3	2	3	3	3	2	2	1	3	2	2	1	1	1	1	2	1	3	3	3	3	2	2	2	2	4	1	3	2	2	5	4	2	4	4	2	4	4	2	4	2	3	2	3	3	2	2	3	3	3	3	3	2	2	2	3	4	4	3	4	3	4	1	2	2	3	1	3	1	1	1	4	4	4	4	4	20	32	138	86	201	8	13	23	9		8		67	148	10		55	111	48	50	25	80	35	76	120	53	3	16	99	85	50	68	94	13	1844		2021-04-09 15:03:29	T	F	34	34	15	5	1.05	8
554			TheOneandOnly	interview	2021-04-09 15:37:37	2	T	T	1	20	2		2		4	2	Gesundheitsmanagement	1		6	4	5	3	3	5	5	5	5	2	5	4	3	2	2	3	3	4	2	3	3	3	4	2	2	4	4	2	2	4	4	2	2	4	4	2	2	3	1			1			1				-9																																																																																																	3	3	2	2	1	2	2	2	4	1	4	3	4	4	2	5	2	3	5	5	1	1	1	5	6	6	7	6	5	3	5	4	2	3	3	4	4	4	4	4	4	4	3	1	4		1		0	45	9	7	3	3	1	1	1	1	1	1	1	-9	1	1	4	2		4	4	2	2	5	4	1	2	4	5	1	1	1	2	5	4	3	3	4	5	2	4	1	1	1	4	4	1	2	1	4	1	1	2	2	3	2	1	3	3	4	3	4	3	3	4	5	4	2	2	4	1	5	1	1	2	1	2	1	1	1	1	1	1	4	4	4	1	1	2	2	2	4	1	2	2													2	2	2	2	2	3	3	3	4	4	2	4	4	4	3	3	4	3	4	4	4	2	3	2	1	1	2	1	1	1	2	3	2	4	2	36	47	100	51	156	10	10		7		7		17				37	93	51	74	16	29	28	90	85	118	8	23	117	138		116	94	20	1578		2021-04-09 16:03:55	T	F	34	34	2	1	1.05	7
558			TheOneandOnly	interview	2021-04-09 15:50:51	2	T	T	1	26	2		1		5	1		2	20	3	2	3	4	4	7	7	7	7	1	5	5	6	1	5	3	4	4	2	3	4	2	5	2	4	5	3	3	1	5	4	3	1	5	3	4	2	2	4	30	0	1			5																																																																																																																																																																																																																																																																																																			7	31	55	34	117	7	5	11	1761		6																								282		2021-04-09 16:24:45	F	F	11	11	0	0	1.48	33
560			TheOneandOnly	interview	2021-04-09 16:04:07	2	T	T	1	19	2		1		4	1		2	39	5	3	4	3	4	5	6	6	5	1	4	4	5	5	2	3	2	2	2	1	3	2	4	3	3	4	2	2	1	3	3	3	1	1	4	2	1	3	1			1			1				-9																																																																																																	2	3	2	2	1	2	2	5	5	5	1	5	3	3	4	3	1	1	1	4	1	1	1	4	5	4	5	2	4	4	3	3	2	1	1	2	2	2	2	2	4	1	1	1	4		1		24	30	8	6	4	3	2	1	1	1	1	3	1	1	1	1	1	3		5	5	1	1	5	5	1	2	5	5	1	2	1	1	5	4	1	2	5	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2,5	5	2	2	1	4	1	5	4	3	3	4	4	5	3	4	5	2	3	1	3	3	3	3	1	1	1	1	1	4	4	1	2	1	1	1	1	2	1	2	2													2	1	2	4	4	3	4	3	3	3	1	3	3	3	2	2	3	3	3	3	4	3	4	3	1	1	3	3	1	1	3	2	2	4	4	22	37	92	48	162	10	6		5		4		6				52	92	31	41	18	29	34	100	78	46	4	19	82	69		86	69	21	1263		2021-04-09 16:25:10	T	F	34	34	1	1	1.36	22
562			TheOneandOnly	interview	2021-04-09 16:26:08	2	T	T	2	58	2		4		2	1		2	48	4	4	4	4	4	3	4	3	3	6	3	3	1	7	2	4	2	3	4	2	4	4	2	4	2	2	2	2	4	3	2	2	5	2	3	2	3	3	1			1			1			0	-9																																																																																																	1	1	1	1	1	1	2	4	4	5	3	5	4	2	2	2	1	2	1	2	1	1	1	1	1	1	3	6	6	6	3	1	1	1	1	1	1	1	1	3	3	3	3	2		1	1		9009				2	2	2	1	1	1	1	1	1	1	1	1	2	2		3	1	4	4	1	1	4	4	1	3	3	4	5	3	2	3	4	5	2	3	1	1	1	1	1	3	3	1	1	2	2	1	1	1	2	40	5	4	4	4	4	1	1	4	3	1	1	1	5	2	4	1	4	4	1	3	2	3	2	4	1	1	2	1	1	1	3	4	2	1	1	1	5	5	3	3													2	1	2	3	2	3	3	4	3	2	2	3	3	3	3	3	1	1	1	1	1	5	5	5	5	1	5	1	1	3	5	1	5	5	5	25	79	104	51	312	7	9		7		17		49				45	125	71	66	41	45	186	93	183	108	16	48	168	150		198	148	42	2393		2021-04-09 17:06:01	T	F	34	34	2	2	0.74	2
563			TheOneandOnly	interview	2021-04-09 16:32:29	2	T	T	2	61	2		3		4	1		2	13	2	3	1	2	1	5	6	6	6	1	5	5	6	2	2	3	3	4	3	3	3	2	5	2	3	4	2	2	2	4	2	2	2	4	3	3	2	2	2			1			1																																																																																																					2	2	2	2	2	3	3	3	5	2	3	2	5	4	3	3	2	5	4	4	1	3	2	5	5	6	6	5	6	4	4	3	2	1	1	2	3	3	3	4	4	3	3	2		7	3		23	15	06.30	7	1	3	3	1	2	1	2	1	1	1	1	1	2	2		5	2	2	1	4	4	1	1	4	5	1	1	2	3	2	4	2	2	4	4	2	3	2	1	1	1	1	1	1	1	2	1	1	1	2	43	5	3	4	3	4	4	2	4	2	4	4	4	3	2	4	3	2	2	1	1	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1	1	3	1	3	3													3	1	3	3	3	2	1	3	3	2	2	3	3	3	2	2	3	3	3	3	3	1	2	1	1	1	2	1	1	1	-9	-9	-9	-9	-9	30	24	1248	31	148	7	9		9		6						27	104	32	37	19	33	32	49	69	45	5	21	73	60		69	44	5	1076		2021-04-09 17:09:45	T	F	34	34	3	2	1.4	24
565			TheOneandOnly	interview	2021-04-09 16:39:06	2	T	T	1	54	1		3		3	1		2	12	5	5	5	5	4	5	4	4	4	3	4	4	4	5	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	4	3	3	3	4	3	3	4	3	1			-9			1				-9																																																																																																	2	3	2	1	1	2	3	-9	4	2	4	4	4	4	4	3	4	4	4	4	8	2	2	3	4	4	4	4	4	4	5	2	2	2	2	2	2	2	2	2	2	2	2	2		2	2		24	15	8	6	1	1	2	1	1	1	1	2	1	1	1	2	2	2		3	3	2	3	3	3	3	3	3	4	2	3	3	2	3	3	3	3	4	4	2	3	2	2	1	2	1	1	2	2	3	2	2	2	2	36	4	1	3	3	3	3	4	4	3	4	3	3	3	4	3	4	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	-9	2	2	2													2	3	3	3	3	2	3	2	3	2	3	2	2	2	3	2	4	2	3	3	4	1	2	1	1	1	2	1	1	2	1	3	2	2	1	20	86	84	54	272	7	24		4	8	10		16				53	116	54	51	39	67	41	61	108	86	6	52	82	67		123	102	36	1729		2021-04-09 17:07:55	T	F	34	34	3	2	0.99	7
567			TheOneandOnly	interview	2021-04-09 16:48:01	2	T	T	2	22	2		1		4	2	Wirtschaft	1		6	6	6	6	6	5	5	5	5	3	5	5	3	2	3	3	3	3	2	3	4	3	3	3	3	2	3	4	3	2	3	3	4	2	4	3	2	3	1			1			1	5	1	0	-9																																																																																																	2	2	2	2	1	2	3	5	4	4	2	4	4	3	2	2	2	2	2	2	1	1	1	5	5	5	5	3	5	4	5	4	4	2	4	3	3	3	3	4	4	4	4	2		3	1		1	20	10:30	9	3	2	2	1	1	2	2	2	1	1	1	1	2	2		4	4	1	1	5	4	1	2	4	5	1	1	1	1	4	4	1	2	5	5	1	2	2	1	1	2	2	1	2	1	2	1	1	1	2	4	1	1	4	3	4	4	4	4	3	4	4	4	3	4	4	3	1	1	1	1	1	2	1	2	2	1	1	1	3	3	3	2	2	2	2	1	4	4	2	2													2	2	3	2	3	2	3	2	3	3	3	3	3	3	3	3	2	2	1	1	4	2	3	3	2	1	2	2	1	3	1	4	1	1	2	35	34	81	44	263	6	18		6		21	24	39				42	124	41	48	22	43	51	64	101	47	4	16	73	78		132	110	25	1592		2021-04-09 17:14:34	T	F	34	34	1	0	1.04	8
568			TheOneandOnly	interview	2021-04-09 16:49:17	2	T	T	2	25	2		2		5	1		2	38,5	3	5	3	2	2	5	4	5	5	3	6	4	5	2	4	4	1	1	1	4	2	1	3	1	4	2	4	4	3	2	4	4	3	2	3	4	4	3	1			1			1				-9																																																																																																	1	2	2	1	1	1	2	4	5	4	2	5	4	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	4	2	3	2	4	3	2	3	1	4		2		22	10	7:30	9	2	2	1	1	1	1	1	1	1	1	1	1	1	2		5	4	1	1	5	5	1	2	4	5	1	1	1	1	4	5	1	2	5	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	7	4	2	3	4	4	4	4	3	2	2	3	1	4	2	3	3	2	1	1	1	2	3	3	2	2	1	1	2	3	4	3	3	1	1	1	1	4	1	1	1													2	1	2	2	2	3	3	3	3	3	1	3	4	4	2	3	4	4	4	3	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	23	39	57	51	145	21	26		19		19		30				43	137	74	120	32	60	70	99	76	58	5	44	105	75		111	84	15	1638		2021-04-09 17:16:35	T	F	34	34	1	1	0.9	4
570			TheOneandOnly	interview	2021-04-09 16:58:57	2	T	T	2	88	2		5		5	1		1		7	4	1	4	4	7	5	3	4	1	4	4	3	4	4	4	2	5	3	4	3	1	5	3	4	5	4	3	2	5	4	4	2	5	4	4	4	2	2			2			-9																																																																																																					5	5	4	4	2	5	4	2	4	1	4	2	5	4	3	4	3	6	5	4	2	3	3	6	6	6	7	6	5	4	2	4	4	5	4	2	3	2	2	4	4	3	3	2		4	1		23	15	8	8	2	3	2	1	1	1	1	2	2	-9	1	1	2	2		5	2	5	5	3	2	5	3	3	3	1	1	2	1	5	5	4	3	5	5	2	3	4	2	1	3	4	2	1	1	1	2	2	1	2	65	1	1	5	5	5	5	5	5	3	1	4	4	5	4	5	5	2	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	2	1	1	1	2	2	1	2																																																73	73	198	119	351	16	16		27		19						77	232	99	117	54	93	124	301	190	144	8	49	140	132					2652		2021-04-09 17:43:10	F	F	30	30	2	1	0.5	0
571			TheOneandOnly	interview	2021-04-09 17:00:12	2	T	T	2	20	2		1		4	2	Maschinenbau	2	37,5	7	5	6	6	6	2	3	3	3	3	1	3	3	7	3	4	1	5	1	3	1	5	2	1	3	5	3	3	4	4	5	2	4	2	3	1	4	3	1			1			1			0	-9																																																																																																	1	1	1	1	1	1	3	4	4	5	3	5	2	4	1	2	2	2	2	2	2	1	1																																																																																																																																																																								30	78	73	42	194	7	11		12		8		28				42	144																	669		2021-04-09 17:11:21	F	F	18	18	1	1	0.95	2
572			TheOneandOnly	interview	2021-04-09 17:12:17	2	T	T	2	19	2		1		4	2	Studium Plus Maschinenbau	2	21	3	2	1	4	2	6	6	7	5	1	5	5	5	2	4	3	2	5	2	2	2	2	2	2	4	3	3	4	1	3	4	3	1	3	4	4	3	3	1			1			1				-9																																																																																																	1	1	1	1	1	1	4	4	4	3	3	4	5	3	3	4	2	2	2	2	1	1	1	2	4	4	4	5	5	5	1	2	2	1	1	1	1	2	1	2	3	1	1	2		4	4	Bewegtbild	22:30	10	6:00	7	1	2	1	1	1	1	1	2	1	1	1	1	1	1		5	3	3	2	5	4	4	2	5	4	1	1	1	2	3	5	2	1	4	4	2	2	1	1	1	2	2	1	1	1	2	1	1	1	2	2,5	4	2	3	4	4	4	2	4	2	1	2	3	4	1	3	2	2	1	2	1	1	1	1	1	4	1	1	1	3	4	3	1	1	1	1	1	3	3	2	2													1	2	2	2	2	3	2	2	2	2	1	4	3	3	2	3	3	3	4	4	4	3	4	2	1	1	1	2	1	1	1	1	1	1	1	70	69	286	63	199	7	12		8		4		12				49	113	60	60	33	136	41	93	128	66	4	26	115	155		125	115	15	2064		2021-04-09 17:46:42	T	F	34	34	1	1	0.95	6
575			TheOneandOnly	interview	2021-04-09 17:38:25	2	T	T	2	24	2		2		5	1		2	10	7	5	7	6	7	5	5	5	4	3	5	6	5	3	4	5	3	5	2	5	3	3	5	3	2	5	4	4	2	4	5	4	3	5	4	4	4	2	4	30	1	2			3	15	1	6	4		4	F	T	T	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	7	4	1	-9	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						25				1	3	2	2	2	2	3	2	5	3	2	5	5	1	2	4	2	2	3	3	1	2	1	6	6	7	6	4	4	4	4	4	4	1	2	3	2	5	4	4	5	3	3	1	6		1		22:30	15	6:30	7	2	1	1	1	1	1	1	3	1	-9	1	1	1	2		4	4	1	2	5	2	1	2	4	5	2	3	1	2	5	5	2	2	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	6	5	2	3	4	4	2	3	1	2	1	1	3	5	2	2	1	3	2	1	1	1	1	1	1	2	1	1	1	3	5	3	1	1	1	1	1	4	3	3	3	2	1	1	4	2	1	3	2	2	5	3	2	2	2	2	2	2	3	4	3	4	3	1	4	4	4	3	3	4	4	3	4	3	2	3	1	2	1	1	3	2	2	1	5	1	1	1	120	41	132	34	6211	5	14	13	6		9	8	46	143	9		35	155	62	79	20	25	66	64	116	112	3	13	91	60	43	155	65	31	1971		2021-04-09 19:51:31	T	F	34	34	17	6	1.06	11
